system_date,problem_number,num_characters
2024-03-15,141,596
2024-03-15,142,707
2024-03-15,143,707
2024-03-15,144,770
2024-03-15,145,430
2024-03-15,146,689
2024-03-15,147,354
2024-03-15,148,538
2024-03-15,149,776
2024-03-15,150,664
2024-03-15,151,457
2024-03-15,152,539
2024-03-15,153,495
2024-03-15,154,477
2024-03-15,155,681
2024-03-15,156,353
2024-03-15,157,512
2024-03-15,158,673
2024-03-15,159,1074
2024-03-15,160,691
2024-03-15,161,525
2024-03-15,162,517
2024-03-15,163,422
2024-03-15,164,616
2024-03-15,165,727
2024-03-15,166,701
2024-03-15,167,655
2024-03-15,168,619
2024-03-15,169,441
2024-03-15,170,432
2024-03-15,171,683
2024-03-15,172,598
2024-03-15,173,521
2024-03-15,174,539
2024-03-15,175,525
2024-03-15,176,497
2024-03-15,177,713
2024-03-15,178,480
2024-03-15,179,411
2024-03-15,180,605
2024-03-15,181,398
2024-03-15,182,748
2024-03-15,183,617
2024-03-15,184,538
2024-03-15,185,664
2024-03-15,186,577
2024-03-15,187,623
2024-03-15,188,524
2024-03-15,189,644
2024-03-15,190,737
2024-03-15,191,672
2024-03-15,192,802
2024-03-15,193,594
2024-03-15,194,535
2024-03-15,195,753
2024-03-15,196,778
2024-03-15,197,697
2024-03-15,198,655
2024-03-15,199,708
2024-03-15,200,756
2024-03-15,201,469
2024-03-15,202,573
2024-03-15,203,601
2024-03-15,204,460
2024-03-15,205,458
2024-03-15,206,444
2024-03-15,207,701
2024-03-15,208,678
2024-03-15,209,477
2024-03-15,210,687
2024-03-15,211,456
2024-03-15,212,653
2024-03-15,213,741
2024-03-15,214,407
2024-03-15,215,486
2024-03-15,216,567
2024-03-15,217,969
2024-03-15,218,434
2024-03-15,219,821
2024-03-15,220,647
2024-03-15,221,521
2024-03-15,222,509
2024-03-15,223,458
2024-03-15,224,727
2024-03-15,225,481
2024-03-15,226,707
2024-03-15,227,655
2024-03-15,228,601
2024-03-15,229,614
2024-03-15,230,542
2024-03-15,231,615
2024-03-15,232,554
2024-03-15,233,504
2024-03-15,234,258
2024-03-15,235,508
2024-03-15,236,458
2024-03-15,237,538
2024-03-15,238,537
2024-03-15,239,422
2024-03-15,240,793
2024-03-15,241,730
2024-03-15,242,680
2024-03-15,243,565
2024-03-15,244,804
2024-03-15,245,813
2024-03-15,246,366
2024-03-15,247,858
2024-03-15,248,572
2024-03-15,249,521
2024-03-15,250,862
2024-03-15,251,638
2024-03-15,252,303
2024-03-15,253,758
2024-03-15,254,386
2024-03-15,255,640
2024-03-15,256,374
2024-03-15,257,574
2024-03-15,258,728
2024-03-15,259,722
2024-03-15,260,556
2024-03-15,261,709
2024-03-15,262,437
2024-03-15,263,527
2024-03-15,264,576
2024-03-15,265,454
2024-03-15,266,628
2024-03-15,267,520
2024-03-15,268,467
2024-03-15,269,421
2024-03-15,270,395
2024-03-15,271,632
2024-03-15,272,781
2024-03-15,273,638
2024-03-15,274,520
2024-03-15,275,797
2024-03-15,276,409
2024-03-15,277,567
2024-03-15,278,677
2024-03-15,279,783
2024-03-15,280,487
2024-03-15,281,495
2024-03-15,282,1286
2024-03-15,283,559
2024-03-15,284,702
2024-03-15,285,663
2024-03-15,286,592
2024-03-15,287,540
2024-03-15,288,721
2024-03-15,289,608
2024-03-15,290,522
2024-03-15,291,703
2024-03-15,292,564
2024-03-15,293,750
2024-03-15,294,383
2024-03-15,295,351
2024-03-15,296,473
2024-03-15,297,500
2024-03-15,298,580
2024-03-15,299,506
2024-03-15,300,470
2024-03-15,301,595
2024-03-15,302,644
2024-03-15,303,636
2024-03-15,304,401
2024-03-15,305,601
2024-03-15,306,436
2024-03-15,307,717
2024-03-15,308,636
2024-03-15,309,494
2024-03-15,310,584
2024-03-15,311,685
2024-03-15,312,588
2024-03-15,313,471
2024-03-15,314,710
2024-03-15,315,657
2024-03-15,316,624
2024-03-15,317,585
2024-03-15,318,566
2024-03-15,319,522
2024-03-15,320,856
2024-03-15,321,462
2024-03-15,322,433
2024-03-15,323,590
2024-03-15,324,975
2024-03-15,325,530
2024-03-15,326,694
2024-03-15,327,748
2024-03-15,328,696
2024-03-15,329,572
2024-03-15,330,525
2024-03-15,331,636
2024-03-15,332,567
2024-03-15,333,599
2024-03-15,334,599
2024-03-15,335,712
2024-03-15,336,654
2024-03-15,337,411
2024-03-15,338,756
2024-03-15,339,539
2024-03-15,340,445
2024-03-15,341,941
2024-03-15,342,568
2024-03-15,343,545
2024-03-15,344,744
2024-03-15,345,455
2024-03-15,346,594
2024-03-15,347,607
2024-03-15,348,623
2024-03-15,349,449
2024-03-15,350,502
2024-03-15,351,563
2024-03-15,352,463
2024-03-15,353,625
2024-03-15,354,693
2024-03-15,355,461
2024-03-15,356,535
2024-03-15,357,329
2024-03-15,358,471
2024-03-15,359,489
2024-03-15,360,786
2024-03-15,361,824
2024-03-15,362,566
2024-03-15,363,809
2024-03-15,364,423
2024-03-15,365,376
2024-03-15,366,431
2024-03-15,367,705
2024-03-15,368,668
2024-03-15,369,524
2024-03-15,370,636
2024-03-15,371,419
2024-03-15,372,602
2024-03-15,373,488
2024-03-15,374,659
2024-03-15,375,543
2024-03-15,376,683
2024-03-15,377,539
2024-03-15,378,556
2024-03-15,379,618
2024-03-15,380,503
2024-03-15,381,724
2024-03-15,382,636
2024-03-15,383,589
2024-03-15,384,600
2024-03-15,385,685
2024-03-15,386,590
2024-03-15,387,626
2024-03-15,388,477
2024-03-15,389,582
2024-03-15,390,741
2024-03-15,391,763
2024-03-15,392,626
2024-03-15,393,655
2024-03-15,394,515
2024-03-15,395,550
2024-03-15,396,632
2024-03-15,397,571
2024-03-15,398,468
2024-03-15,399,629
2024-03-15,400,521
2024-03-15,401,669
2024-03-15,402,785
2024-03-15,403,649
2024-03-15,404,641
2024-03-15,405,495
2024-03-15,406,472
2024-03-15,407,460
2024-03-15,408,489
2024-03-15,409,390
2024-03-15,410,343
2024-03-15,411,552
2024-03-15,412,549
2024-03-15,413,735
2024-03-15,414,580
2024-03-15,415,553
2024-03-15,416,507
2024-03-15,417,667
2024-03-15,418,282
2024-03-15,419,1003
2024-03-15,420,682
2024-03-15,421,451
2024-03-15,422,662
2024-03-15,423,618
2024-03-15,424,541
2024-03-15,425,601
2024-03-15,426,657
2024-03-15,427,605
2024-03-15,428,438
2024-03-15,429,565
2024-03-15,430,622
2024-03-15,431,764
2024-03-15,432,439
2024-03-15,433,707
2024-03-15,434,593
2024-03-15,435,562
2024-03-15,436,606
2024-03-15,437,470
2024-03-15,438,416
2024-03-15,439,685
2024-03-15,440,686
2024-03-15,441,652
2024-03-15,442,526
2024-03-15,443,327
2024-03-15,444,650
2024-03-15,445,603
2024-03-15,446,460
2024-03-15,447,436
2024-03-15,448,640
2024-03-15,449,885
2024-03-15,450,680
2024-03-15,451,504
2024-03-15,452,494
2024-03-15,453,467
2024-03-15,454,579
2024-03-15,455,422
2024-03-15,456,557
2024-03-15,457,565
2024-03-15,458,633
2024-03-15,459,647
2024-03-15,460,472
2024-03-15,461,622
2024-03-15,462,488
2024-03-15,463,444
2024-03-15,464,492
2024-03-15,465,327
2024-03-15,466,478
2024-03-15,467,721
2024-03-15,468,530
2024-03-15,469,546
2024-03-15,470,705
2024-03-15,471,416
2024-03-15,472,664
2024-03-15,473,510
2024-03-15,474,522
2024-03-15,475,540
2024-03-15,476,439
2024-03-15,477,558
2024-03-15,478,571
2024-03-15,479,470
2024-03-15,480,842
2024-03-15,481,618
2024-03-15,482,467
2024-03-15,483,634
2024-03-15,484,472
2024-03-15,485,399
2024-03-15,486,913
2024-03-15,487,399
2024-03-15,488,685
2024-03-15,489,602
2024-03-15,490,816
2024-03-15,491,358
2024-03-15,492,543
2024-03-15,493,640
2024-03-15,494,782
2024-03-15,495,816
2024-03-15,496,631
2024-03-15,497,690
2024-03-15,498,720
2024-03-15,499,649
2024-03-15,500,591
2024-03-15,501,689
2024-03-15,502,596
2024-03-15,503,551
2024-03-15,504,559
2024-03-15,505,466
2024-03-15,506,618
2024-03-15,507,697
2024-03-15,508,605
2024-03-15,509,630
2024-03-15,510,472
2024-03-15,511,635
2024-03-15,512,737
2024-03-15,513,569
2024-03-15,514,651
2024-03-15,515,593
2024-03-15,516,542
2024-03-15,517,463
2024-03-15,518,678
2024-03-15,519,747
2024-03-15,520,512
2024-03-15,521,669
2024-03-15,522,573
2024-03-15,523,731
2024-03-15,524,551
2024-03-15,525,595
2024-03-15,526,453
2024-03-15,527,377
2024-03-15,528,478
2024-03-15,529,645
2024-03-15,530,582
2024-03-15,531,974
2024-03-15,532,464
2024-03-15,533,663
2024-03-15,534,458
2024-03-15,535,470
2024-03-15,536,742
2024-03-15,537,313
2024-03-15,538,571
2024-03-15,539,628
2024-03-15,540,853
2024-03-15,541,558
2024-03-15,542,489
2024-03-15,543,365
2024-03-15,544,433
2024-03-15,545,638
2024-03-15,546,305
2024-03-15,547,427
2024-03-15,548,549
2024-03-15,549,559
2024-03-15,550,729
2024-03-15,551,514
2024-03-15,552,586
2024-03-15,553,426
2024-03-15,554,761
2024-03-15,555,997
2024-03-15,556,641
2024-03-15,557,728
2024-03-15,558,304
2024-03-15,559,509
2024-03-15,560,454
2024-03-15,561,769
2024-03-15,562,623
2024-03-15,563,268
2024-03-15,564,533
2024-03-15,565,795
2024-03-15,566,465
2024-03-15,567,492
2024-03-15,568,475
2024-03-15,569,659
2024-03-15,570,615
2024-03-15,571,727
2024-03-15,572,544
2024-03-15,573,366
2024-03-15,574,535
2024-03-15,575,663
2024-03-15,576,770
2024-03-15,577,685
2024-03-15,578,693
2024-03-15,579,719
2024-03-15,580,502
2024-03-15,581,489
2024-03-15,582,455
2024-03-15,583,546
2024-03-15,584,697
2024-03-15,585,825
2024-03-15,586,771
2024-03-15,587,647
2024-03-15,588,508
2024-03-15,589,536
2024-03-15,590,796
2024-03-15,591,418
2024-03-15,592,559
2024-03-15,593,373
2024-03-15,594,540
2024-03-15,595,791
2024-03-15,596,780
2024-03-15,597,450
2024-03-15,598,514
2024-03-15,599,733
2024-03-15,600,558
2024-03-15,601,475
2024-03-15,602,717
2024-03-15,603,821
2024-03-15,604,519
2024-03-15,605,677
2024-03-15,606,787
2024-03-15,607,633
2024-03-15,608,637
2024-03-15,609,480
2024-03-15,610,506
2024-03-15,611,552
2024-03-15,612,475
2024-03-15,613,441
2024-03-15,614,682
2024-03-15,615,469
2024-03-15,616,672
2024-03-15,617,489
2024-03-15,618,807
2024-03-15,619,552
2024-03-15,620,572
2024-03-15,621,533
2024-03-15,622,671
2024-03-15,623,1048
2024-03-15,624,694
2024-03-15,625,809
2024-03-15,626,487
2024-03-15,627,714
2024-03-15,628,561
2024-03-15,629,741
2024-03-15,630,1113
2024-03-15,631,634
2024-03-15,632,518
2024-03-15,633,585
2024-03-15,634,527
2024-03-15,635,642
2024-03-15,636,724
2024-03-15,637,504
2024-03-15,638,539
2024-03-15,639,484
2024-03-15,640,751
2024-03-15,641,476
2024-03-15,642,775
2024-03-15,643,400
2024-03-15,644,496
2024-03-15,645,766
2024-03-15,646,459
2024-03-15,647,871
2024-03-15,648,448
2024-03-15,649,541
2024-03-15,650,550
2024-03-15,651,524
2024-03-15,652,445
2024-03-15,653,590
2024-03-15,654,494
2024-03-15,655,480
2024-03-15,656,343
2024-03-15,657,717
2024-03-15,658,575
2024-03-15,659,640
2024-03-15,660,522
2024-03-15,661,519
2024-03-15,662,506
2024-03-15,663,535
2024-03-15,664,684
2024-03-15,665,479
2024-03-15,666,554
2024-03-15,667,886
2024-03-15,668,553
2024-03-15,669,631
2024-03-15,670,421
2024-03-15,671,442
2024-03-15,672,343
2024-03-15,673,748
2024-03-15,674,361
2024-03-15,675,634
2024-03-15,676,460
2024-03-15,677,623
2024-03-15,678,457
2024-03-15,679,643
2024-03-15,680,439
2024-03-15,681,551
2024-03-15,682,547
2024-03-15,683,490
2024-03-15,684,569
2024-03-15,685,440
2024-03-15,686,588
2024-03-15,687,356
2024-03-15,688,607
2024-03-15,689,713
2024-03-15,690,603
2024-03-15,691,610
2024-03-15,692,450
2024-03-15,693,493
2024-03-15,694,669
2024-03-15,695,644
2024-03-15,696,633
2024-03-15,697,741
2024-03-15,698,829
2024-03-15,699,697
2024-03-15,700,541
2024-03-15,701,772
2024-03-15,702,721
2024-03-15,703,619
2024-03-15,704,498
2024-03-15,705,664
2024-03-15,706,627
2024-03-15,707,605
2024-03-15,708,703
2024-03-15,709,535
2024-03-15,710,614
2024-03-15,711,560
2024-03-15,712,506
2024-03-15,713,576
2024-03-15,714,520
2024-03-15,715,541
2024-03-15,716,682
2024-03-15,717,648
2024-03-15,718,648
2024-03-15,719,497
2024-03-15,720,520
2024-03-15,721,497
2024-03-15,722,991
2024-03-15,723,807
2024-03-15,724,415
2024-03-15,725,681
2024-03-15,726,824
2024-03-15,727,629
2024-03-15,728,858
2024-03-15,729,395
2024-03-15,730,515
2024-03-15,731,545
2024-03-15,732,451
2024-03-15,733,744
2024-03-15,734,592
2024-03-15,735,698
2024-03-15,736,688
2024-03-15,737,482
2024-03-15,738,559
2024-03-15,739,669
2024-03-15,740,786
2024-03-15,741,787
2024-03-15,742,655
2024-03-15,743,420
2024-03-15,744,606
2024-03-15,745,519
2024-03-15,746,650
2024-03-15,747,462
2024-03-15,748,469
2024-03-15,749,590
2024-03-15,750,473
2024-03-15,751,764
2024-03-15,752,512
2024-03-15,753,570
2024-03-15,754,738
2024-03-15,755,710
2024-03-15,756,594
2024-03-15,757,435
2024-03-15,758,380
2024-03-15,759,670
2024-03-15,760,621
2024-03-15,761,322
2024-03-15,762,641
2024-03-15,763,583
2024-03-15,764,432
2024-03-15,765,605
2024-03-15,766,409
2024-03-15,767,446
2024-03-15,768,855
2024-03-15,769,797
2024-03-15,770,553
2024-03-15,771,734
2024-03-15,772,820
2024-03-15,773,666
2024-03-15,774,373
2024-03-15,775,373
2024-03-15,776,865
2024-03-15,777,550
2024-03-15,778,415
2024-03-15,779,603
2024-03-15,780,500
2024-03-15,781,521
2024-03-15,782,629
2024-03-15,783,528
2024-03-15,784,429
2024-03-15,785,626
2024-03-15,786,522
2024-03-15,787,507
2024-03-15,788,489
2024-03-15,789,636
2024-03-15,790,496
2024-03-15,791,667
2024-03-15,792,662
2024-03-15,793,562
2024-03-15,794,616
2024-03-15,795,608
2024-03-15,796,452
2024-03-15,797,613
2024-03-15,798,616
2024-03-15,799,630
2024-03-15,800,367
2024-03-15,801,456
2024-03-15,802,649
2024-03-15,803,524
2024-03-15,804,641
2024-03-15,805,620
2024-03-15,806,550
2024-03-15,807,536
2024-03-15,808,694
2024-03-15,809,422
2024-03-15,810,610
2024-03-15,811,399
2024-03-15,812,791
2024-03-15,813,473
2024-03-15,814,608
2024-03-15,815,605
2024-03-15,816,591
2024-03-15,817,495
2024-03-15,818,792
2024-03-15,819,732
2024-03-15,820,584
2024-03-15,821,500
2024-03-15,822,462
2024-03-15,823,600
2024-03-15,824,587
2024-03-15,825,550
2024-03-15,826,479
2024-03-15,827,378
2024-03-15,828,516
2024-03-15,829,487
2024-03-15,830,573
2024-03-15,831,444
2024-03-15,832,880
2024-03-15,833,598
2024-03-15,834,632
2024-03-15,835,434
2024-03-15,836,623
2024-03-15,837,487
2024-03-15,838,663
2024-03-15,839,465
2024-03-15,840,473
2024-03-15,841,396
2024-03-15,842,695
2024-03-15,843,430
2024-03-15,844,533
2024-03-15,845,563
2024-03-15,846,449
2024-03-15,847,488
2024-03-15,848,425
2024-03-15,849,839
2024-03-15,850,445
2024-03-15,851,561
2024-03-15,852,555
2024-03-15,853,792
2024-03-15,854,559
2024-03-15,855,659
2024-03-15,856,506
2024-03-15,857,443
2024-03-15,858,657
2024-03-15,859,636
2024-03-15,860,493
2024-03-15,861,1077
2024-03-15,862,1112
2024-03-15,863,535
2024-03-15,864,573
2024-03-15,865,551
2024-03-15,866,598
2024-03-15,867,462
2024-03-15,868,495
2024-03-15,869,581
2024-03-15,870,375
2024-03-15,871,531
2024-03-15,872,575
2024-03-15,873,605
2024-03-15,874,855
2024-03-15,875,600
2024-03-15,876,679
2024-03-15,877,916
2024-03-15,878,605
2024-03-15,879,491
2024-03-15,880,415
2024-03-15,881,709
2024-03-15,882,534
2024-03-15,883,559
2024-03-15,884,687
2024-03-15,885,513
2024-03-15,886,562
2024-03-15,887,547
2024-03-15,888,659
2024-03-15,889,457
2024-03-15,890,1029
2024-03-15,891,501
2024-03-15,892,644
2024-03-15,893,570
2024-03-15,894,561
2024-03-15,895,420
2024-03-15,896,504
2024-03-15,897,468
2024-03-15,898,447
2024-03-15,899,609
2024-03-15,900,448
2024-03-15,901,513
2024-03-15,902,481
2024-03-15,903,588
2024-03-15,904,632
2024-03-15,905,635
2024-03-15,906,682
2024-03-15,907,407
2024-03-15,908,955
2024-03-15,909,560
2024-03-15,910,642
2024-03-15,911,607
2024-03-15,912,279
2024-03-15,913,824
2024-03-15,914,719
2024-03-15,915,657
2024-03-15,916,863
2024-03-15,917,800
2024-03-15,918,635
2024-03-15,919,493
2024-03-15,920,512
2024-03-15,921,807
2024-03-15,922,341
2024-03-15,923,746
2024-03-15,924,732
2024-03-15,925,902
2024-03-15,926,731
2024-03-15,927,496
2024-03-15,928,574
2024-03-15,929,498
2024-03-15,930,464
2024-03-15,931,433
2024-03-15,932,738
2024-03-15,933,550
2024-03-15,934,589
2024-03-15,935,511
2024-03-15,936,802
2024-03-15,937,536
2024-03-15,938,502
2024-03-15,939,590
2024-03-15,940,492
2024-03-15,941,378
2024-03-15,942,473
2024-03-15,943,565
2024-03-15,944,657
2024-03-15,945,501
2024-03-15,946,534
2024-03-15,947,478
2024-03-15,948,949
2024-03-15,949,494
2024-03-15,950,322
2024-03-15,951,663
2024-03-15,952,685
2024-03-15,953,656
2024-03-15,954,467
2024-03-15,955,579
2024-03-15,956,673
2024-03-15,957,560
2024-03-15,958,726
2024-03-15,959,521
2024-03-15,960,550
2024-03-15,961,727
2024-03-15,962,724
2024-03-15,963,460
2024-03-15,964,440
2024-03-15,965,878
2024-03-15,966,392
2024-03-15,967,628
2024-03-15,968,1000
2024-03-15,969,561
2024-03-15,970,617
2024-03-15,971,555
2024-03-15,972,615
2024-03-15,973,506
2024-03-15,974,529
2024-03-15,975,571
2024-03-15,976,780
2024-03-15,977,359
2024-03-15,978,643
2024-03-15,979,449
2024-03-15,980,507
2024-03-15,981,568
2024-03-15,982,782
2024-03-15,983,523
2024-03-15,984,518
2024-03-15,985,606
2024-03-15,986,592
2024-03-15,987,566
2024-03-15,988,729
2024-03-15,989,470
2024-03-15,990,368
2024-03-15,991,671
2024-03-15,992,548
2024-03-15,993,740
2024-03-15,994,538
2024-03-15,995,673
2024-03-15,996,617
2024-03-15,997,726
2024-03-15,998,653
2024-03-15,999,344
2024-03-15,1000,633
2024-04-15,1,624
2024-04-15,2,501
2024-04-15,3,595
2024-04-15,4,527
2024-04-15,5,739
2024-04-15,6,323
2024-04-15,7,507
2024-04-15,8,524
2024-04-15,9,743
2024-04-15,10,451
2024-04-15,11,578
2024-04-15,12,584
2024-04-15,13,634
2024-04-15,14,508
2024-04-15,15,629
2024-04-15,16,585
2024-04-15,17,906
2024-04-15,18,599
2024-04-15,19,493
2024-04-15,20,541
2024-04-15,21,803
2024-04-15,22,562
2024-04-15,23,822
2024-04-15,24,734
2024-04-15,25,617
2024-04-15,26,778
2024-04-15,27,629
2024-04-15,28,630
2024-04-15,29,649
2024-04-15,30,746
2024-04-15,31,440
2024-04-15,32,497
2024-04-15,33,651
2024-04-15,34,453
2024-04-15,35,454
2024-04-15,36,547
2024-04-15,37,596
2024-04-15,38,418
2024-04-15,39,561
2024-04-15,40,588
2024-04-15,41,749
2024-04-15,42,863
2024-04-15,43,883
2024-04-15,44,655
2024-04-15,45,572
2024-04-15,46,503
2024-04-15,47,737
2024-04-15,48,867
2024-04-15,49,592
2024-04-15,50,536
2024-04-15,51,864
2024-04-15,52,632
2024-04-15,53,802
2024-04-15,54,510
2024-04-15,55,686
2024-04-15,56,525
2024-04-15,57,470
2024-04-15,58,515
2024-04-15,59,691
2024-04-15,60,632
2024-04-15,61,427
2024-04-15,62,825
2024-04-15,63,508
2024-04-15,64,246
2024-04-15,65,407
2024-04-15,66,482
2024-04-15,67,543
2024-04-15,68,339
2024-04-15,69,804
2024-04-15,70,695
2024-04-15,71,394
2024-04-15,72,664
2024-04-15,73,523
2024-04-15,74,645
2024-04-15,75,549
2024-04-15,76,489
2024-04-15,77,677
2024-04-15,78,614
2024-04-15,79,622
2024-04-15,80,554
2024-04-15,81,605
2024-04-15,82,561
2024-04-15,83,376
2024-04-15,84,692
2024-04-15,85,659
2024-04-15,86,475
2024-04-15,87,695
2024-04-15,88,525
2024-04-15,89,398
2024-04-15,90,490
2024-04-15,91,754
2024-04-15,92,378
2024-04-15,93,690
2024-04-15,94,590
2024-04-15,95,440
2024-04-15,96,310
2024-04-15,97,762
2024-04-15,98,462
2024-04-15,99,489
2024-04-15,100,669
2024-04-15,101,528
2024-04-15,102,902
2024-04-15,103,447
2024-04-15,104,475
2024-04-15,105,548
2024-04-15,106,630
2024-04-15,107,516
2024-04-15,108,588
2024-04-15,109,626
2024-04-15,110,314
2024-04-15,111,601
2024-04-15,112,479
2024-04-15,113,619
2024-04-15,114,548
2024-04-15,115,692
2024-04-15,116,391
2024-04-15,117,554
2024-04-15,118,508
2024-04-15,119,411
2024-04-15,120,499
2024-04-15,121,409
2024-04-15,122,546
2024-04-15,123,471
2024-04-15,124,998
2024-04-15,125,576
2024-04-15,126,632
2024-04-15,127,724
2024-04-15,128,592
2024-04-15,129,735
2024-04-15,130,527
2024-04-15,131,449
2024-04-15,132,655
2024-04-15,133,728
2024-04-15,134,862
2024-04-15,135,680
2024-04-15,136,440
2024-04-15,137,772
2024-04-15,138,689
2024-04-15,139,487
2024-04-15,140,427
2024-04-15,141,575
2024-04-15,142,657
2024-04-15,143,713
2024-04-15,144,821
2024-04-15,145,545
2024-04-15,146,725
2024-04-15,147,611
2024-04-15,148,525
2024-04-15,149,650
2024-04-15,150,793
2024-04-15,151,451
2024-04-15,152,461
2024-04-15,153,544
2024-04-15,154,571
2024-04-15,155,695
2024-04-15,156,380
2024-04-15,157,360
2024-04-15,158,838
2024-04-15,159,1074
2024-04-15,160,669
2024-04-15,161,537
2024-04-15,162,493
2024-04-15,163,398
2024-04-15,164,611
2024-04-15,165,685
2024-04-15,166,696
2024-04-15,167,636
2024-04-15,168,609
2024-04-15,169,499
2024-04-15,170,620
2024-04-15,171,693
2024-04-15,172,509
2024-04-15,173,483
2024-04-15,174,505
2024-04-15,175,517
2024-04-15,176,559
2024-04-15,177,653
2024-04-15,178,706
2024-04-15,179,422
2024-04-15,180,573
2024-04-15,181,403
2024-04-15,182,539
2024-04-15,183,623
2024-04-15,184,541
2024-04-15,185,849
2024-04-15,186,559
2024-04-15,187,594
2024-04-15,188,496
2024-04-15,189,493
2024-04-15,190,482
2024-04-15,191,634
2024-04-15,192,649
2024-04-15,193,610
2024-04-15,194,602
2024-04-15,195,789
2024-04-15,196,816
2024-04-15,197,751
2024-04-15,198,482
2024-04-15,199,677
2024-04-15,200,451
2024-04-15,201,426
2024-04-15,202,635
2024-04-15,203,528
2024-04-15,204,463
2024-04-15,205,409
2024-04-15,206,527
2024-04-15,207,756
2024-04-15,208,668
2024-04-15,209,533
2024-04-15,210,729
2024-04-15,211,503
2024-04-15,212,729
2024-04-15,213,509
2024-04-15,214,421
2024-04-15,215,486
2024-04-15,216,567
2024-04-15,217,759
2024-04-15,218,381
2024-04-15,219,811
2024-04-15,220,622
2024-04-15,221,618
2024-04-15,222,510
2024-04-15,223,609
2024-04-15,224,819
2024-04-15,225,470
2024-04-15,226,667
2024-04-15,227,492
2024-04-15,228,529
2024-04-15,229,545
2024-04-15,230,584
2024-04-15,231,616
2024-04-15,232,612
2024-04-15,233,504
2024-04-15,234,258
2024-04-15,235,619
2024-04-15,236,455
2024-04-15,237,562
2024-04-15,238,560
2024-04-15,239,433
2024-04-15,240,792
2024-04-15,241,688
2024-04-15,242,481
2024-04-15,243,562
2024-04-15,244,624
2024-04-15,245,837
2024-04-15,246,342
2024-04-15,247,712
2024-04-15,248,555
2024-04-15,249,539
2024-04-15,250,634
2024-04-15,251,603
2024-04-15,252,358
2024-04-15,253,738
2024-04-15,254,491
2024-04-15,255,662
2024-04-15,256,370
2024-04-15,257,417
2024-04-15,258,720
2024-04-15,259,545
2024-04-15,260,588
2024-04-15,261,708
2024-04-15,262,533
2024-04-15,263,590
2024-04-15,264,652
2024-04-15,265,442
2024-04-15,266,648
2024-04-15,267,598
2024-04-15,268,510
2024-04-15,269,421
